Time,Voltage,Current
s,V,A
-0.002579999999999999,0.8624999999999998,-3.189638507635815
-0.0025779999999999996,0.8624999999999998,-3.189638507635815
-0.0025759999999999993,0.8624999999999998,-3.189638507635815
-0.002573999999999999,0.8624999999999998,-3.189638507635815
-0.0025719999999999996,0.8624999999999998,-3.189638507635815
-0.0025699999999999994,0.8624999999999998,-3.189638507635815
-0.002567999999999999,0.8624999999999998,-3.189638507635815
-0.0025659999999999997,0.8624999999999998,-1.981442103228319
-0.0025639999999999994,0.9249999999999998,-3.189638507635815
-0.002561999999999999,0.8624999999999998,-3.189638507635815
-0.0025599999999999998,0.8624999999999998,-3.189638507635815
-0.0025579999999999995,0.8624999999999998,-3.189638507635815
-0.0025559999999999992,0.8624999999999998,-3.189638507635815
-0.002553999999999999,0.8624999999999998,-3.189638507635815
-0.0025519999999999996,0.8624999999999998,-3.189638507635815
-0.0025499999999999993,0.9249999999999998,-3.189638507635815
-0.002547999999999999,0.9249999999999998,-3.189638507635815
-0.0025459999999999997,0.8624999999999998,-3.189638507635815
-0.0025439999999999994,0.9249999999999998,-1.981442103228319
-0.002541999999999999,0.8624999999999998,-3.189638507635815
-0.0025399999999999997,0.8624999999999998,-3.189638507635815
-0.0025379999999999995,0.8624999999999998,-3.189638507635815
-0.002535999999999999,0.8624999999999998,-3.189638507635815
-0.002534,0.8624999999999998,-3.189638507635815
-0.0025319999999999995,0.9249999999999998,-1.981442103228319
-0.0025299999999999993,0.8624999999999998,-1.981442103228319
-0.002527999999999999,0.8624999999999998,-1.981442103228319
-0.0025259999999999996,0.8624999999999998,-1.981442103228319
-0.0025239999999999993,0.9249999999999998,-3.189638507635815
-0.002521999999999999,0.8624999999999998,-3.189638507635815
-0.0025199999999999997,0.8624999999999998,-1.981442103228319
-0.0025179999999999994,0.8624999999999998,-1.981442103228319
-0.002515999999999999,0.8624999999999998,-3.189638507635815
-0.0025139999999999997,0.8624999999999998,-3.189638507635815
-0.0025119999999999995,0.8624999999999998,-3.189638507635815
-0.002509999999999999,0.8624999999999998,-3.189638507635815
-0.002507999999999999,0.8624999999999998,-3.189638507635815
-0.0025059999999999995,0.8624999999999998,-1.981442103228319
-0.0025039999999999993,0.8624999999999998,-3.189638507635815
-0.002501999999999999,0.8624999999999998,-3.189638507635815
-0.0024999999999999996,0.8624999999999998,-3.189638507635815
-0.0024979999999999994,0.8624999999999998,-3.189638507635815
-0.002495999999999999,0.8624999999999998,-1.981442103228319
-0.0024939999999999997,0.8624999999999998,-3.189638507635815
-0.0024919999999999994,0.8624999999999998,-3.189638507635815
-0.002489999999999999,0.8624999999999998,-1.981442103228319
-0.0024879999999999998,0.8624999999999998,-1.981442103228319
-0.0024859999999999995,0.8624999999999998,-1.981442103228319
-0.0024839999999999992,0.8624999999999998,-3.189638507635815
-0.002481999999999999,0.8624999999999998,-3.189638507635815
-0.0024799999999999996,0.8624999999999998,-1.981442103228319
-0.0024779999999999993,0.8624999999999998,-1.981442103228319
-0.002475999999999999,0.8624999999999998,-3.189638507635815
-0.0024739999999999996,0.8624999999999998,-3.189638507635815
-0.0024719999999999994,0.8624999999999998,-1.981442103228319
-0.002469999999999999,0.8624999999999998,-3.189638507635815
-0.0024679999999999997,0.8624999999999998,-3.189638507635815
-0.0024659999999999994,0.8624999999999998,-1.981442103228319
-0.002463999999999999,0.8624999999999998,-3.189638507635815
